;grid=15x15:extent=(31.5000,-31.5000,-31.5000,31.5000):X_lbl=p_y:Y_lbl=p_x
    #,   Plate Y,   Plate X,  Seconds,       i0,       i1,      mon,    bstop,  LaserRf,      CH6,      CH7,     TEMP,   marccd,    ICRxT,    OCRxT,     ROI1,     ROI2,     ROI3,     ROI4,     ROI5,     ROI6,     ROI7,     ROI8,     ROI9,    ROI10,    RIO11,    ROI12,    ROI13,      SWX,     CCD1,    CTEMP,    Timer,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,     pd11,     pd12,     pd13,     pd14,     pd15,     pd16,    PRESS,   lvdt11,   lvdt12,   lvdt21,   lvdt22,   lvdt31,   lvdt32,   lvdt41,   lvdt42,   CTEMPB,  X3_ROI1,  X3_ROI2,  X3_ROI3,  X3_ROI4,  X3_ROI5,  X3_ROI6,  X3_ROI7,  X3_ROI8
  137,      22.5,         9,   60.000,  4938402, 15260546,     6060,        0,        0,        0,        0,        0, 63.895461,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 18282.25,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   370691,    24811,   215560,   208516,        0,        0,        0,        0
  138,        18,         9,   60.000,  4957473, 15303738,     9484,        0,        0,        0,        0,        0, 64.068077,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 18348.277,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   366183,    26430,   210573,   203472,        0,        0,        0,        0
  139,      13.5,         9,   60.000,  4951495, 15247438,    11641,        0,        0,        0,        0,        0, 63.954384,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 18414.047,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   357860,    28145,   202488,   195790,        0,        0,        0,        0
  140,         9,         9,   60.000,  4940434, 15246088,     4868,        0,        0,        0,        0,        0, 63.910919,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 18479.846,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   352237,    29592,   195579,   188783,        0,        0,        0,        0
  141,       4.5,         9,   60.000,  4931475, 15249934,     9317,        0,        0,        0,        0,        0, 63.891052,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 18545.696,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   345553,    31271,   188301,   181855,        0,        0,        0,        0
  142,         0,         9,   60.000,  4969476, 15270285,    11348,        0,        0,        0,        0,        0, 64.05687,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 18611.725,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   336020,    32737,   179634,   173657,        0,        0,        0,        0
  143,      -4.5,         9,   60.000,  4954841, 15217932,     9915,        0,        0,        0,        0,        0, 64.048716,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 18677.567,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   326253,    33625,   170375,   164676,        0,        0,        0,        0
  144,        -9,         9,   60.000,  4938923, 15232323,     9389,        0,        0,        0,        0,        0, 63.922077,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 18743.304,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   314494,    34643,   159928,   154590,        0,        0,        0,        0
  145,     -13.5,         9,   60.000,  4934723, 15265147,     8115,        0,        0,        0,        0,        0, 64.032387,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 18809.285,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   303145,    35341,   149487,   144424,        0,        0,        0,        0
  146,       -18,         9,   60.000,  4944463, 15222314,     3461,        0,        0,        0,        0,        0, 64.061307,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 18875.173,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   291225,    35982,   138982,   134287,        0,        0,        0,        0
  147,     -22.5,         9,   60.000,  4972411, 15257258,     2915,        0,        0,        0,        0,        0, 63.849862,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 18940.823,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   280286,    36884,   128568,   124176,        0,        0,        0,        0
  148,       -27,         9,   60.000,  4965731, 15259960,     4693,        0,        0,        0,        0,        0, 63.912117,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 19006.748,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   268847,    37483,   118840,   114876,        0,        0,        0,        0
  149,     -31.5,         9,   60.000,  4967073, 15295609,       25,        0,        0,        0,        0,        0, 64.047675,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 19072.747,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   257870,    37458,   109332,   105501,        0,        0,        0,        0
  151,        27,      13.5,   60.000,  4938063, 15202935,     8644,        0,        0,        0,        0,        0, 63.800017,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 19144.152,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   377051,    22794,   223422,   215948,        0,        0,        0,        0
  152,      22.5,      13.5,   60.000,  4956956, 15233164,     9176,        0,        0,        0,        0,        0, 63.909024,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 19209.938,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   375456,    24561,   219565,   212200,        0,        0,        0,        0
  153,        18,      13.5,   60.000,  4964974, 15315786,     4553,        0,        0,        0,        0,        0, 63.956946,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 19275.737,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   370477,    26257,   214051,   206905,        0,        0,        0,        0
  154,      13.5,      13.5,   60.000,  4955406, 15314511,     6892,        0,        0,        0,        0,        0, 63.795645,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 19341.44,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   363118,    27735,   205944,   198837,        0,        0,        0,        0
  155,         9,      13.5,   60.000,  4956483, 15253445,     7071,        0,        0,        0,        0,        0, 64.39041,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 19407.922,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   355193,    29186,   198657,   191875,        0,        0,        0,        0
  156,       4.5,      13.5,   60.000,  4955548, 15229534,     6659,        0,        0,        0,        0,        0, 63.899986,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 19473.703,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   345332,    30435,   188588,   182181,        0,        0,        0,        0
  157,         0,      13.5,   60.000,  4980029, 15326782,     6650,        0,        0,        0,        0,        0, 64.147022,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 19539.825,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   336805,    31956,   181246,   175192,        0,        0,        0,        0
  158,      -4.5,      13.5,   60.000,  4957228, 15282133,     8552,        0,        0,        0,        0,        0, 63.81218,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 19605.66,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   326493,    33340,   171280,   165583,        0,        0,        0,        0
  159,        -9,      13.5,   60.000,  4946368, 15268721,     1969,        0,        0,        0,        0,        0, 64.04356,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 19671.745,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   317001,    34360,   162129,   156644,        0,        0,        0,        0
  160,     -13.5,      13.5,   60.000,  4936024, 15253846,     2858,        0,        0,        0,        0,        0, 63.880028,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 19737.445,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   304085,    35106,   151230,   146076,        0,        0,        0,        0
  161,       -18,      13.5,   60.000,  4959848, 15294882,     5439,        0,        0,        0,        0,        0, 63.994645,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 19803.424,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   295435,    36112,   142082,   137264,        0,        0,        0,        0
  162,     -22.5,      13.5,   60.000,  4950232, 15289360,     7527,        0,        0,        0,        0,        0, 63.926449,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 19869.218,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   283949,    37099,   130695,   126119,        0,        0,        0,        0
  163,       -27,      13.5,   60.000,  4925471, 15302265,     1687,        0,        0,        0,        0,        0, 64.047716,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 19935.213,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   271803,    37658,   120523,   116500,        0,        0,        0,        0
  166,        27,        18,   60.000,  4898636, 15298148,     6306,        0,        0,        0,        0,        0, 64.036038,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 20006.369,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   384354,    22481,   229474,   221750,        0,        0,        0,        0
  167,      22.5,        18,   60.000,  4894420, 15224042,     3232,        0,        0,        0,        0,        0, 63.815645,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 20071.991,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   378629,    23931,   223487,   216110,        0,        0,        0,        0
  168,        18,        18,   60.000,  4932397, 15322075,     5915,        0,        0,        0,        0,        0, 64.063345,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 20137.991,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   373631,    25802,   217187,   210127,        0,        0,        0,        0
  169,      13.5,        18,   60.000,  4935196, 15326559,     8428,        0,        0,        0,        0,        0, 64.053618,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 20203.873,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   369002,    27660,   211817,   204702,        0,        0,        0,        0
  170,         9,        18,   60.000,  4946938, 15304033,      486,        0,        0,        0,        0,        0, 63.901823,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 20269.671,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   359457,    29060,   202213,   195450,        0,        0,        0,        0
  171,       4.5,        18,   60.000,  4926217, 15231012,        0,        0,        0,        0,        0,        0, 63.921736,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 20335.448,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   348932,    29940,   192451,   186013,        0,        0,        0,        0
  172,         0,        18,   60.000,  4937677, 15266704,        0,        0,        0,        0,        0,        0, 63.877334,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 20401.258,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   341173,    31884,   184424,   178285,        0,        0,        0,        0
  173,      -4.5,        18,   60.000,  4950684, 15321803,      479,        0,        0,        0,        0,        0, 64.056916,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 20467.329,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   331658,    33524,   174298,   168457,        0,        0,        0,        0
  174,        -9,        18,   60.000,  4947966, 15341924,      214,        0,        0,        0,        0,        0, 64.057393,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 20533.278,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   319008,    34215,   163526,   157962,        0,        0,        0,        0
  175,     -13.5,        18,   60.000,  4932484, 15265337,     1213,        0,        0,        0,        0,        0, 63.888686,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 20598.967,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   306314,    34896,   152134,   147026,        0,        0,        0,        0
  176,       -18,        18,   60.000,  4923887, 15244651,     7271,        0,        0,        0,        0,        0, 64.044165,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 20664.891,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   294916,    36095,   141825,   136989,        0,        0,        0,        0
  177,     -22.5,        18,   60.000,  4957248, 15351787,    11160,        0, 40948297,        0,        0,        0, 64.046891,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 20730.768,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   282987,    36849,   130529,   126115,        0,        0,        0,        0
  178,       -27,        18,   60.000,  4950195, 15368160,    15323,        0,        0,        0,        0,        0, 63.890318,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 20796.461,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   271636,    37683,   119919,   115841,        0,        0,        0,        0
  182,      22.5,      22.5,   60.000,  4926823, 15313148,    20414,        0,        0,        0,        0,        0, 63.822729,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 20867.132,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   385973,    23494,   229536,   221979,        0,        0,        0,        0
  183,        18,      22.5,   60.000,  4925482, 15236840,     8867,        0,        0,        0,        0,        0, 64.04353,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 20933.218,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   376825,    25242,   220757,   213459,        0,        0,        0,        0
  184,      13.5,      22.5,   60.000,  4946982, 15278071,     4098,        0,        0,        0,        0,        0, 64.044659,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 20999.071,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   369636,    27143,   212788,   205759,        0,        0,        0,        0
  185,         9,      22.5,   60.000,  4964331, 15364750,    21592,        0,        0,        0,        0,        0, 63.918653,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 21064.811,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   364127,    28770,   206080,   199177,        0,        0,        0,        0
  186,       4.5,      22.5,   60.000,  4966704, 15333333,    20123,        0,        0,        0,        0,        0, 64.04278,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 21130.798,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   352695,    30276,   195421,   189049,        0,        0,        0,        0
  187,         0,      22.5,   60.000,  4943697, 15225972,    10210,        0,        0,        0,        0,        0, 64.037509,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 21196.674,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   339426,    31363,   183588,   177700,        0,        0,        0,        0
  188,      -4.5,      22.5,   60.000,  4919301, 15187230,     7458,        0,        0,        0,        0,        0, 63.882057,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 21262.372,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   327913,    32246,   173506,   167687,        0,        0,        0,        0
  189,        -9,      22.5,   60.000,  4954261, 15361186,     8769,        0,        0,        0,        0,        0, 63.908975,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 21328.303,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   318628,    33905,   163606,   158132,        0,        0,        0,        0
  190,     -13.5,      22.5,   60.000,  4951942, 15281521,     8536,        0,        0,        0,        0,        0, 63.918225,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 21394.145,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   306407,    34683,   152320,   147267,        0,        0,        0,        0
  191,       -18,      22.5,   60.000,  4947802, 15204346,     4122,        0,        0,        0,        0,        0, 63.889235,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 21459.975,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   291372,    35160,   138974,   134224,        0,        0,        0,        0
  192,     -22.5,      22.5,   60.000,  4927112, 15150078,     1247,        0,        0,        0,        0,        0, 63.924505,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 21525.883,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   277350,    35916,   127732,   123346,        0,        0,        0,        0
  198,        18,        27,   60.000,  4932379, 15224057,        0,        0,        0,        0,        0,        0, 63.950548,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 21595.81,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   375677,    24107,   220241,   212793,        0,        0,        0,        0
  199,      13.5,        27,   60.000,  4970755, 15348826,      516,        0,        0,        0,        0,        0, 64.043084,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 21661.743,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   371673,    26184,   213966,   206771,        0,        0,        0,        0
  200,         9,        27,   60.000,  4961044, 15279817,     3012,        0,        0,        0,        0,        0, 64.024752,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 21727.686,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   351669,    27187,   202082,   195440,        0,        0,        0,        0
  201,       4.5,        27,   60.000,  4973855, 15245038,      370,        0,        0,        0,        0,        0, 63.835678,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 21793.366,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   339176,    28741,   191238,   184957,        0,        0,        0,        0
  202,         0,        27,   60.000,  4974989, 15271707,     8532,        0, 40200704,        0,        0,        0, 63.79089,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 21859.097,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   332417,    30136,   181321,   175415,        0,        0,        0,        0
  203,      -4.5,        27,   60.000,  5027512, 15394965,     2108,        0,        0,        0,        0,        0, 63.894531,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 21925.036,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   318989,    31107,   172431,   166537,        0,        0,        0,        0
  204,        -9,        27,   60.000,  5013201, 15287171,     4627,        0,        0,        0,        0,        0, 63.939292,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 21990.938,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   310623,    32568,   160109,   154829,        0,        0,        0,        0
  205,     -13.5,        27,   60.000,  5005273, 15271269,     2990,        0,        0,        0,        0,        0, 63.995893,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 22056.849,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   299149,    33529,   148835,   143841,        0,        0,        0,        0
  206,       -18,        27,   60.000,  4991655, 15323860,     3017,        0,        0,        0,        0,        0, 63.880439,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 22122.595,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   289954,    34365,   138440,   133728,        0,        0,        0,        0
  215,         9,      31.5,   60.000,  4998457, 15308902,      816,        0,        0,        0,        0,        0, 63.908669,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 22190.812,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   353909,    26469,   200546,   193823,        0,        0,        0,        0
  216,       4.5,      31.5,   60.000,  5012875, 15283955,      566,        0,        0,        0,        0,        0, 63.911778,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       -1, 22256.603,       -1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,   342611,    27652,   189395,   182991,        0,        0,        0,        0
